,time,type,price
0,2017-06-19 18:58:00,CLOSE,2566.89
0,2017-06-19 18:58:34,SELL,2568.0
0,2017-06-19 19:04:05,CLOSE,2568.94
0,2017-06-19 19:04:13,BUY,2568.0
0,2017-06-19 19:05:56,CLOSE,2571.02
0,2017-06-19 19:06:33,SELL,2572.11
0,2017-06-19 19:16:59,CLOSE,2572.95
0,2017-06-19 19:17:29,BUY,2569.89
0,2017-06-19 19:19:20,CLOSE,2574.81
0,2017-06-19 19:19:57,SELL,2575.98
0,2017-06-19 19:26:25,CLOSE,2577.79
0,2017-06-19 19:26:30,BUY,2576.98
0,2017-06-19 19:30:58,CLOSE,2579.01
0,2017-06-19 19:31:45,BUY,2574.9
0,2017-06-19 19:32:17,CLOSE,2579.06
0,2017-06-19 19:47:35,SELL,2579.99
0,2017-06-19 19:49:06,CLOSE,2579.94
0,2017-06-19 19:49:37,BUY,2574.3
0,2017-06-19 19:55:19,CLOSE,2578.0
0,2017-06-19 19:56:24,SELL,2579.39
0,2017-06-19 20:02:45,CLOSE,2583.5
0,2017-06-19 20:03:16,BUY,2580.0
0,2017-06-19 20:03:46,CLOSE,2585.22
0,2017-06-19 20:05:56,SELL,2584.97
0,2017-06-19 20:06:16,CLOSE,2582.0
0,2017-06-19 20:07:15,SELL,2584.51
0,2017-06-19 20:12:33,CLOSE,2588.08
0,2017-06-19 20:14:44,SELL,2592.45
0,2017-06-19 20:16:48,CLOSE,2589.0
0,2017-06-19 20:16:54,BUY,2585.0
0,2017-06-19 20:19:31,CLOSE,2590.97
0,2017-06-19 20:25:18,SELL,2591.82
0,2017-06-19 20:35:17,CLOSE,2590.13
0,2017-06-19 20:41:56,SELL,2591.08
0,2017-06-19 20:44:42,CLOSE,2590.7
0,2017-06-19 20:48:00,SELL,2596.63
0,2017-06-19 20:49:25,CLOSE,2594.67
0,2017-06-19 20:49:30,BUY,2594.72
0,2017-06-19 20:50:54,CLOSE,2597.0
0,2017-06-19 20:56:00,SELL,2594.98
0,2017-06-19 21:06:44,CLOSE,2597.98
0,2017-06-19 21:11:52,SELL,2601.14
0,2017-06-19 21:15:17,CLOSE,2607.5
0,2017-06-19 21:19:50,SELL,2609.58
0,2017-06-19 21:23:42,CLOSE,2612.01
0,2017-06-19 21:24:18,BUY,2612.0
0,2017-06-19 21:24:19,CLOSE,2613.13
0,2017-06-19 21:25:22,BUY,2611.59
0,2017-06-19 21:28:39,CLOSE,2613.5
0,2017-06-19 21:28:47,SELL,2613.8
0,2017-06-19 21:30:25,CLOSE,2617.31
0,2017-06-19 21:31:04,BUY,2615.48
0,2017-06-19 21:33:16,CLOSE,2619.92
0,2017-06-19 21:36:05,SELL,2622.37
0,2017-06-19 21:37:30,CLOSE,2621.23
0,2017-06-19 21:37:31,BUY,2619.83
0,2017-06-19 21:42:01,CLOSE,2619.97
0,2017-06-19 21:42:48,BUY,2619.33
0,2017-06-19 21:44:23,CLOSE,2619.99
0,2017-06-19 21:44:50,BUY,2611.53
0,2017-06-19 21:48:05,CLOSE,2617.99
0,2017-06-19 21:49:57,BUY,2612.54
0,2017-06-19 21:50:45,CLOSE,2615.63
0,2017-06-19 21:51:41,BUY,2611.56
0,2017-06-19 21:53:00,CLOSE,2609.73
0,2017-06-19 21:54:45,BUY,2600.0
0,2017-06-19 21:57:31,CLOSE,2603.75
0,2017-06-19 21:57:32,SELL,2605.29
0,2017-06-19 22:00:56,CLOSE,2606.09
0,2017-06-19 22:03:50,BUY,2604.27
0,2017-06-19 22:04:27,CLOSE,2606.01
0,2017-06-19 22:05:11,BUY,2604.85
0,2017-06-19 22:06:43,CLOSE,2604.78
0,2017-06-19 22:07:39,BUY,2603.21
0,2017-06-19 22:15:51,CLOSE,2599.92
0,2017-06-19 22:20:57,SELL,2600.5
0,2017-06-19 22:33:51,CLOSE,2610.35
0,2017-06-19 22:38:01,BUY,2609.6
0,2017-06-19 22:39:56,CLOSE,2610.9
0,2017-06-19 22:40:35,SELL,2614.1
0,2017-06-19 22:41:45,CLOSE,2609.68
0,2017-06-19 22:42:09,SELL,2614.51
0,2017-06-19 22:42:57,CLOSE,2610.38
0,2017-06-19 22:50:35,SELL,2614.0
0,2017-06-19 22:56:26,CLOSE,2618.0
0,2017-06-19 22:56:27,BUY,2617.18
0,2017-06-19 22:58:57,CLOSE,2617.99
0,2017-06-19 22:58:59,BUY,2614.0
0,2017-06-19 23:00:01,CLOSE,2618.0
0,2017-06-19 23:01:22,BUY,2612.71
0,2017-06-19 23:03:46,CLOSE,2617.83
0,2017-06-19 23:03:47,SELL,2617.78
0,2017-06-19 23:04:13,CLOSE,2612.62
0,2017-06-19 23:04:25,BUY,2613.96
0,2017-06-19 23:08:28,CLOSE,2618.0
0,2017-06-19 23:08:35,BUY,2612.61
0,2017-06-19 23:08:59,CLOSE,2616.51
0,2017-06-19 23:10:37,BUY,2613.77
0,2017-06-19 23:18:25,CLOSE,2610.09
0,2017-06-19 23:20:00,SELL,2612.0
0,2017-06-19 23:22:39,CLOSE,2610.0
0,2017-06-19 23:22:58,BUY,2608.67
0,2017-06-19 23:24:38,CLOSE,2606.54
0,2017-06-19 23:24:45,SELL,2608.6
0,2017-06-19 23:25:01,CLOSE,2603.52
0,2017-06-19 23:26:09,SELL,2610.08
0,2017-06-19 23:26:19,CLOSE,2605.24
0,2017-06-19 23:26:22,SELL,2611.0
0,2017-06-19 23:27:56,CLOSE,2605.27
0,2017-06-19 23:27:58,BUY,2606.49
0,2017-06-19 23:29:40,CLOSE,2610.0
0,2017-06-19 23:29:46,BUY,2605.31
0,2017-06-19 23:31:27,CLOSE,2608.6
0,2017-06-19 23:31:36,BUY,2605.52
0,2017-06-19 23:31:55,CLOSE,2608.6
0,2017-06-19 23:32:08,SELL,2609.0
0,2017-06-19 23:34:09,CLOSE,2607.37
0,2017-06-19 23:35:17,BUY,2606.12
0,2017-06-19 23:36:55,CLOSE,2608.44
0,2017-06-19 23:37:56,SELL,2610.0
0,2017-06-19 23:41:26,CLOSE,2605.23
0,2017-06-19 23:41:31,BUY,2606.68
0,2017-06-19 23:45:48,CLOSE,2606.95
0,2017-06-19 23:46:46,SELL,2607.96
0,2017-06-19 23:46:48,CLOSE,2601.02
0,2017-06-19 23:48:10,SELL,2606.61
0,2017-06-19 23:48:23,CLOSE,2600.89
0,2017-06-19 23:49:52,BUY,2600.0
0,2017-06-19 23:50:57,CLOSE,2604.78
0,2017-06-19 23:51:05,BUY,2597.3
0,2017-06-19 23:51:12,CLOSE,2605.35
0,2017-06-19 23:57:18,BUY,2596.57
0,2017-06-20 00:01:34,CLOSE,2600.96
0,2017-06-20 00:02:04,BUY,2598.78
0,2017-06-20 00:05:34,CLOSE,2599.73
0,2017-06-20 00:07:46,SELL,2602.82
0,2017-06-20 00:17:23,CLOSE,2602.35
0,2017-06-20 00:18:33,BUY,2601.43
0,2017-06-20 00:21:57,CLOSE,2603.25
0,2017-06-20 00:22:28,SELL,2603.74
0,2017-06-20 00:26:57,CLOSE,2601.53
0,2017-06-20 00:30:22,SELL,2605.21
0,2017-06-20 00:37:32,CLOSE,2610.12
0,2017-06-20 00:39:47,BUY,2607.03
0,2017-06-20 00:42:22,CLOSE,2609.9
0,2017-06-20 00:45:31,SELL,2611.62
0,2017-06-20 00:48:16,CLOSE,2607.85
0,2017-06-20 00:48:21,BUY,2606.58
0,2017-06-20 00:55:26,CLOSE,2593.92
0,2017-06-20 00:56:46,SELL,2592.85
0,2017-06-20 00:57:34,CLOSE,2590.02
0,2017-06-20 00:59:07,SELL,2592.98
0,2017-06-20 01:02:11,CLOSE,2595.26
0,2017-06-20 01:02:19,BUY,2595.33
0,2017-06-20 01:03:22,CLOSE,2598.91
0,2017-06-20 01:03:23,SELL,2599.36
0,2017-06-20 01:07:39,CLOSE,2599.11
0,2017-06-20 01:07:54,BUY,2599.06
0,2017-06-20 01:14:12,CLOSE,2601.34
0,2017-06-20 01:18:31,BUY,2592.2
0,2017-06-20 01:19:02,CLOSE,2599.86
0,2017-06-20 01:22:30,BUY,2590.77
0,2017-06-20 01:25:22,CLOSE,2593.0
0,2017-06-20 01:25:23,SELL,2594.48
0,2017-06-20 01:30:13,CLOSE,2596.0
0,2017-06-20 01:30:33,BUY,2595.05
0,2017-06-20 01:33:43,CLOSE,2597.59
0,2017-06-20 01:36:24,BUY,2592.18
0,2017-06-20 01:39:26,CLOSE,2595.06
0,2017-06-20 01:40:59,BUY,2591.38
0,2017-06-20 01:41:30,CLOSE,2594.79
0,2017-06-20 01:45:41,SELL,2596.78
0,2017-06-20 01:46:00,CLOSE,2592.28
0,2017-06-20 01:55:03,SELL,2597.07
0,2017-06-20 01:56:36,CLOSE,2593.0
0,2017-06-20 02:00:15,SELL,2595.55
0,2017-06-20 02:09:17,CLOSE,2591.25
0,2017-06-20 02:13:16,SELL,2599.16
0,2017-06-20 02:19:02,CLOSE,2595.16
0,2017-06-20 02:21:07,BUY,2590.03
0,2017-06-20 02:29:52,CLOSE,2600.22
0,2017-06-20 02:31:17,SELL,2606.72
0,2017-06-20 02:37:22,CLOSE,2600.03
0,2017-06-20 02:45:10,BUY,2599.41
0,2017-06-20 02:46:12,CLOSE,2607.15
0,2017-06-20 02:54:03,SELL,2606.76
0,2017-06-20 02:55:03,CLOSE,2599.01
0,2017-06-20 03:00:22,BUY,2599.44
0,2017-06-20 03:09:30,CLOSE,2602.81
0,2017-06-20 03:09:38,SELL,2602.8
0,2017-06-20 03:12:20,CLOSE,2600.93
0,2017-06-20 03:21:20,SELL,2609.93
0,2017-06-20 03:23:22,CLOSE,2609.04
0,2017-06-20 03:23:24,BUY,2608.3
0,2017-06-20 03:28:49,CLOSE,2607.03
0,2017-06-20 03:31:46,SELL,2608.65
0,2017-06-20 04:00:44,CLOSE,2624.45
0,2017-06-20 04:01:08,BUY,2624.24
0,2017-06-20 04:03:09,CLOSE,2624.59
0,2017-06-20 04:03:13,BUY,2623.01
0,2017-06-20 04:06:00,CLOSE,2624.12
0,2017-06-20 04:06:17,BUY,2619.3
0,2017-06-20 04:06:25,CLOSE,2623.94
0,2017-06-20 04:16:35,SELL,2626.9
0,2017-06-20 04:23:53,CLOSE,2631.01
0,2017-06-20 04:23:55,BUY,2628.28
0,2017-06-20 04:25:43,CLOSE,2631.41
0,2017-06-20 04:26:22,SELL,2631.59
0,2017-06-20 04:27:24,CLOSE,2628.22
0,2017-06-20 04:27:28,BUY,2629.11
0,2017-06-20 04:28:50,CLOSE,2628.97
0,2017-06-20 04:30:48,SELL,2629.11
0,2017-06-20 04:34:52,CLOSE,2625.46
0,2017-06-20 04:34:55,BUY,2621.0
0,2017-06-20 04:38:17,CLOSE,2622.59
0,2017-06-20 04:38:34,SELL,2625.67
0,2017-06-20 04:42:11,CLOSE,2620.0
0,2017-06-20 04:47:57,BUY,2618.92
0,2017-06-20 04:54:47,CLOSE,2619.08
0,2017-06-20 04:55:24,SELL,2620.39
0,2017-06-20 04:55:46,CLOSE,2616.1
0,2017-06-20 04:55:51,BUY,2614.0
0,2017-06-20 04:57:49,CLOSE,2615.27
0,2017-06-20 04:57:51,SELL,2616.9
0,2017-06-20 04:58:00,CLOSE,2611.14
0,2017-06-20 05:00:57,SELL,2615.16
0,2017-06-20 05:01:01,CLOSE,2611.32
0,2017-06-20 05:01:17,SELL,2616.87
0,2017-06-20 05:01:25,CLOSE,2611.79
0,2017-06-20 05:04:38,SELL,2617.46
0,2017-06-20 05:05:52,CLOSE,2613.03
0,2017-06-20 05:10:21,BUY,2617.73
0,2017-06-20 05:11:23,CLOSE,2619.24
0,2017-06-20 05:11:24,SELL,2620.08
0,2017-06-20 05:14:30,CLOSE,2618.46
0,2017-06-20 05:23:26,SELL,2620.5
0,2017-06-20 05:27:54,CLOSE,2620.01
0,2017-06-20 05:27:56,SELL,2621.99
0,2017-06-20 05:28:50,CLOSE,2618.51
0,2017-06-20 05:28:55,BUY,2618.5
0,2017-06-20 05:35:56,CLOSE,2615.02
0,2017-06-20 05:36:01,SELL,2615.39
0,2017-06-20 05:38:40,CLOSE,2616.13
0,2017-06-20 05:41:48,SELL,2617.85
0,2017-06-20 05:42:19,CLOSE,2616.18
0,2017-06-20 05:43:36,BUY,2616.46
0,2017-06-20 05:50:02,CLOSE,2615.65
0,2017-06-20 05:51:37,BUY,2613.53
0,2017-06-20 05:54:09,CLOSE,2615.92
0,2017-06-20 05:55:30,BUY,2611.01
0,2017-06-20 06:05:14,CLOSE,2592.51
0,2017-06-20 06:05:32,SELL,2594.1
0,2017-06-20 06:09:38,CLOSE,2592.0
0,2017-06-20 06:12:14,SELL,2595.56
0,2017-06-20 06:13:51,CLOSE,2591.66
0,2017-06-20 06:19:59,BUY,2590.74
0,2017-06-20 06:20:02,CLOSE,2597.21
0,2017-06-20 06:20:30,BUY,2590.75
0,2017-06-20 06:22:05,CLOSE,2598.39
0,2017-06-20 06:23:00,SELL,2601.42
0,2017-06-20 06:31:25,CLOSE,2601.46
0,2017-06-20 06:34:46,BUY,2601.91
0,2017-06-20 06:36:39,CLOSE,2607.61
0,2017-06-20 06:37:19,BUY,2602.44
0,2017-06-20 06:43:52,CLOSE,2600.69
0,2017-06-20 06:45:17,BUY,2598.0
0,2017-06-20 06:46:39,CLOSE,2599.99
0,2017-06-20 06:46:46,SELL,2601.46
0,2017-06-20 06:52:23,CLOSE,2598.93
0,2017-06-20 06:53:46,SELL,2602.24
0,2017-06-20 06:57:19,CLOSE,2601.01
0,2017-06-20 06:57:24,BUY,2600.21
0,2017-06-20 07:09:22,CLOSE,2602.87
0,2017-06-20 07:13:32,SELL,2600.9
0,2017-06-20 07:13:39,CLOSE,2599.0
0,2017-06-20 07:16:58,BUY,2599.62
0,2017-06-20 07:17:42,CLOSE,2601.36
0,2017-06-20 07:17:44,BUY,2598.08
0,2017-06-20 07:17:45,CLOSE,2601.36
0,2017-06-20 07:18:04,BUY,2596.45
0,2017-06-20 07:18:14,CLOSE,2601.1
0,2017-06-20 07:21:45,BUY,2596.0
0,2017-06-20 07:22:55,CLOSE,2599.73
0,2017-06-20 07:23:58,BUY,2592.23
0,2017-06-20 07:25:38,CLOSE,2597.0
0,2017-06-20 07:29:30,SELL,2598.85
0,2017-06-20 07:32:16,CLOSE,2599.02
0,2017-06-20 07:42:27,BUY,2599.48
0,2017-06-20 07:42:32,CLOSE,2602.43
0,2017-06-20 07:44:36,SELL,2603.91
0,2017-06-20 07:45:30,CLOSE,2600.93
0,2017-06-20 07:46:52,BUY,2599.0
0,2017-06-20 07:59:36,CLOSE,2599.99
0,2017-06-20 08:04:34,SELL,2601.0
0,2017-06-20 08:10:14,CLOSE,2604.0
0,2017-06-20 08:10:50,BUY,2603.8
0,2017-06-20 08:12:41,CLOSE,2605.19
0,2017-06-20 08:15:50,SELL,2610.0
0,2017-06-20 08:23:11,CLOSE,2606.75
0,2017-06-20 08:23:42,BUY,2603.84
0,2017-06-20 08:25:47,CLOSE,2609.82
0,2017-06-20 08:28:47,BUY,2607.71
0,2017-06-20 08:31:04,CLOSE,2611.2
0,2017-06-20 08:38:56,SELL,2611.54
0,2017-06-20 08:51:28,CLOSE,2617.52
0,2017-06-20 08:51:31,BUY,2617.46
0,2017-06-20 08:54:03,CLOSE,2619.27
0,2017-06-20 08:55:11,SELL,2620.69
0,2017-06-20 09:03:01,CLOSE,2616.95
0,2017-06-20 09:03:28,BUY,2616.64
0,2017-06-20 09:06:56,CLOSE,2620.77
0,2017-06-20 09:10:20,SELL,2622.33
0,2017-06-20 09:23:24,CLOSE,2634.16
0,2017-06-20 09:24:02,BUY,2634.16
0,2017-06-20 09:26:04,CLOSE,2636.49
0,2017-06-20 09:26:35,SELL,2637.27
0,2017-06-20 09:41:29,CLOSE,2636.52
0,2017-06-20 09:41:47,BUY,2631.0
0,2017-06-20 09:51:59,CLOSE,2635.88
0,2017-06-20 09:52:02,SELL,2636.19
0,2017-06-20 09:57:06,CLOSE,2638.97
0,2017-06-20 10:00:00,SELL,2639.09
0,2017-06-20 10:01:53,CLOSE,2638.92
0,2017-06-20 10:02:30,BUY,2638.1
0,2017-06-20 10:09:04,CLOSE,2638.24
0,2017-06-20 10:09:29,SELL,2638.23
0,2017-06-20 10:13:15,CLOSE,2638.0
0,2017-06-20 10:13:54,BUY,2638.24
0,2017-06-20 10:16:00,CLOSE,2638.59
0,2017-06-20 10:24:35,BUY,2636.86
0,2017-06-20 10:31:58,CLOSE,2632.36
0,2017-06-20 10:33:14,BUY,2627.22
0,2017-06-20 10:35:22,CLOSE,2631.22
0,2017-06-20 10:41:34,SELL,2633.37
0,2017-06-20 10:42:10,CLOSE,2633.02
0,2017-06-20 10:49:04,SELL,2636.26
0,2017-06-20 11:02:09,CLOSE,2634.5
0,2017-06-20 11:05:54,BUY,2639.0
0,2017-06-20 11:06:30,CLOSE,2641.08
0,2017-06-20 11:06:34,SELL,2641.2
0,2017-06-20 11:07:14,CLOSE,2639.0
0,2017-06-20 11:07:17,BUY,2638.3
0,2017-06-20 11:09:13,CLOSE,2640.83
0,2017-06-20 11:11:05,BUY,2639.08
0,2017-06-20 11:11:30,CLOSE,2642.49
0,2017-06-20 11:13:43,SELL,2642.31
0,2017-06-20 11:16:03,CLOSE,2642.34
0,2017-06-20 11:16:12,BUY,2641.93
0,2017-06-20 11:17:04,CLOSE,2644.89
0,2017-06-20 11:21:47,SELL,2646.51
0,2017-06-20 11:26:01,CLOSE,2643.17
0,2017-06-20 11:26:23,BUY,2643.33
0,2017-06-20 11:27:36,CLOSE,2647.0
0,2017-06-20 11:27:52,SELL,2646.82
0,2017-06-20 11:29:24,CLOSE,2645.99
0,2017-06-20 11:29:54,BUY,2645.02
0,2017-06-20 11:30:48,CLOSE,2646.98
0,2017-06-20 11:37:32,SELL,2650.97
0,2017-06-20 11:41:35,CLOSE,2653.97
0,2017-06-20 11:41:58,BUY,2650.76
0,2017-06-20 11:44:30,CLOSE,2655.0
0,2017-06-20 11:49:25,BUY,2653.64
0,2017-06-20 11:53:44,CLOSE,2654.81
0,2017-06-20 11:54:52,BUY,2641.85
0,2017-06-20 11:59:21,CLOSE,2652.98
0,2017-06-20 11:59:32,SELL,2655.0
0,2017-06-20 12:02:48,CLOSE,2655.05
0,2017-06-20 12:02:51,BUY,2655.02
0,2017-06-20 12:03:17,CLOSE,2655.72
0,2017-06-20 12:04:59,SELL,2657.39
0,2017-06-20 12:20:35,CLOSE,2659.94
0,2017-06-20 12:21:06,BUY,2659.95
0,2017-06-20 12:38:42,CLOSE,2654.8
0,2017-06-20 12:39:37,SELL,2656.04
0,2017-06-20 12:43:32,CLOSE,2655.97
0,2017-06-20 12:43:37,BUY,2656.0
0,2017-06-20 12:48:12,CLOSE,2662.0
0,2017-06-20 12:48:58,SELL,2657.3
0,2017-06-20 12:49:08,CLOSE,2653.67
0,2017-06-20 12:49:33,BUY,2652.33
0,2017-06-20 12:50:39,CLOSE,2654.33
0,2017-06-20 12:51:42,SELL,2654.99
0,2017-06-20 12:52:44,CLOSE,2652.97
0,2017-06-20 12:54:49,BUY,2650.78
0,2017-06-20 12:56:24,CLOSE,2653.44
0,2017-06-20 12:56:53,SELL,2652.54
0,2017-06-20 12:59:44,CLOSE,2648.0
0,2017-06-20 12:59:45,BUY,2647.76
0,2017-06-20 13:15:16,CLOSE,2638.02
0,2017-06-20 13:19:58,SELL,2641.0
0,2017-06-20 13:25:24,CLOSE,2646.66
0,2017-06-20 13:26:17,SELL,2653.84
0,2017-06-20 13:27:43,CLOSE,2651.18
0,2017-06-20 13:29:25,BUY,2648.0
0,2017-06-20 13:33:38,CLOSE,2654.49
0,2017-06-20 13:34:24,SELL,2655.4
0,2017-06-20 13:36:46,CLOSE,2654.5
0,2017-06-20 13:36:48,BUY,2650.73
0,2017-06-20 13:39:25,CLOSE,2654.94
0,2017-06-20 13:45:09,SELL,2654.34
0,2017-06-20 14:34:22,CLOSE,2696.46
0,2017-06-20 14:34:36,BUY,2696.94
0,2017-06-20 14:35:01,CLOSE,2698.71
0,2017-06-20 14:42:00,SELL,2699.0
0,2017-06-20 14:44:19,CLOSE,2698.45
0,2017-06-20 14:45:29,BUY,2697.63
0,2017-06-20 14:51:03,CLOSE,2689.14
0,2017-06-20 14:51:09,SELL,2689.25
0,2017-06-20 14:55:08,CLOSE,2693.94
0,2017-06-20 14:59:34,BUY,2696.91
0,2017-06-20 15:00:26,CLOSE,2699.2
0,2017-06-20 15:00:33,SELL,2700.0
0,2017-06-20 15:07:09,CLOSE,2710.36
0,2017-06-20 15:08:57,SELL,2712.04
0,2017-06-20 15:09:01,CLOSE,2710.14
0,2017-06-20 15:09:04,SELL,2714.75
0,2017-06-20 15:12:54,CLOSE,2715.05
0,2017-06-20 15:12:55,SELL,2717.39
0,2017-06-20 15:16:36,CLOSE,2722.81
0,2017-06-20 15:16:45,BUY,2722.86
0,2017-06-20 15:18:17,CLOSE,2727.0
0,2017-06-20 15:19:34,SELL,2725.47
0,2017-06-20 15:32:10,CLOSE,2765.15
0,2017-06-20 15:32:14,BUY,2765.16
0,2017-06-20 15:34:55,CLOSE,2744.5
0,2017-06-20 15:34:56,SELL,2744.66
0,2017-06-20 15:35:46,CLOSE,2744.01
0,2017-06-20 15:35:51,BUY,2743.04
0,2017-06-20 15:41:47,CLOSE,2730.0
0,2017-06-20 15:42:45,SELL,2731.15
0,2017-06-20 15:43:41,CLOSE,2728.47
0,2017-06-20 15:43:42,BUY,2726.61
0,2017-06-20 15:43:51,CLOSE,2731.0
0,2017-06-20 15:44:45,BUY,2722.18
0,2017-06-20 15:47:01,CLOSE,2722.65
0,2017-06-20 15:47:09,SELL,2723.86
0,2017-06-20 15:47:42,CLOSE,2722.94
0,2017-06-20 15:48:29,SELL,2729.31
0,2017-06-20 15:56:54,CLOSE,2738.68
0,2017-06-20 15:57:00,BUY,2738.69
0,2017-06-20 16:00:32,CLOSE,2741.0
0,2017-06-20 16:00:35,SELL,2742.0
0,2017-06-20 16:05:38,CLOSE,2768.12
0,2017-06-20 16:05:43,SELL,2771.0
0,2017-06-20 16:06:31,CLOSE,2768.12
0,2017-06-20 16:06:45,BUY,2765.05
0,2017-06-20 16:11:24,CLOSE,2753.82
0,2017-06-20 16:11:58,SELL,2755.27
0,2017-06-20 16:14:14,CLOSE,2756.01
0,2017-06-20 16:15:05,SELL,2759.15
0,2017-06-20 16:15:34,CLOSE,2752.09
0,2017-06-20 16:16:32,SELL,2763.22
0,2017-06-20 16:18:01,CLOSE,2762.8
0,2017-06-20 16:18:42,SELL,2765.84
0,2017-06-20 16:23:38,CLOSE,2765.0
0,2017-06-20 16:23:56,BUY,2764.7
0,2017-06-20 16:29:20,CLOSE,2742.43
0,2017-06-20 16:31:02,BUY,2731.2
0,2017-06-20 16:34:04,CLOSE,2732.0
0,2017-06-20 16:34:28,SELL,2731.99
0,2017-06-20 16:34:31,CLOSE,2730.99
0,2017-06-20 16:35:36,BUY,2730.0
